No.,Status Sertifikat,Penggunaan,Kategori Luas,Jenis Nadzir,Kelurahan
754,SUDAH,PENDIDIKAN,KECIL,Perorangan,Kauman
755,SUDAH,MUSHOLLAH,KECIL,Perorangan,Kauman
756,SUDAH,SOSIAL & KESEHATAN,SEDANG,Organisasi,Poncol
757,SUDAH,PENDIDIKAN,BESAR,Organisasi,Noyontaansari
758,SUDAH,PENDIDIKAN,BESAR,Organisasi,Noyontaansari
759,SUDAH,LAHAN PRODUKTIF,BESAR,Badan Hukum,Gamer
760,SUDAH,LAHAN PRODUKTIF,BESAR,Badan Hukum,Gamer
761,BELUM,MUSHOLLAH,KECIL,Perorangan,Noyontaansari
762,SUDAH,SOSIAL & KESEHATAN,KECIL,Organisasi,Noyontaansari
763,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Klego
764,SUDAH,MUSHOLLAH,KECIL,Perorangan,Noyontaansari
765,SUDAH,MASJID,KECIL,Perorangan,Setono
766,SUDAH,PENDIDIKAN,SEDANG,Organisasi,Noyontaansari
767,SUDAH,PENDIDIKAN,KECIL,Organisasi,Noyontaansari
768,SUDAH,PENDIDIKAN,BESAR,Organisasi,Gamer
769,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Gamer
770,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Gamer
771,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Gamer
772,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
773,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
774,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
775,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
776,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
777,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Klego
778,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
779,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
780,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
781,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
782,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
783,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
784,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
785,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
786,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
787,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
788,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
789,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
790,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
791,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
792,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Klego
793,SUDAH,MUSHOLLAH,KECIL,Perorangan,Poncol
794,SUDAH,MUSHOLLAH,KECIL,Perorangan,Poncol
795,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Poncol
796,SUDAH,MUSHOLLAH,KECIL,Perorangan,Poncol
797,BELUM,PENDIDIKAN,KECIL,Badan Hukum,Kauman
798,SUDAH,MUSHOLLAH,KECIL,Organisasi,Poncol
799,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Setono
800,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Gamer
801,SUDAH,MUSHOLLAH,KECIL,Organisasi,Setono
802,SUDAH,MASJID,SEDANG,Perorangan,Setono
803,SUDAH,MUSHOLLAH,KECIL,Perorangan,Poncol
804,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Noyontaansari
805,SUDAH,MASJID,BESAR,Perorangan,Kalibaros
806,SUDAH,PENDIDIKAN,KECIL,Perorangan,Setono
807,BELUM,MASJID,SEDANG,Perorangan,Kalibaros
808,SUDAH,MASJID,KECIL,Perorangan,Kauman
809,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Setono
810,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Setono
811,BELUM,MUSHOLLAH,KECIL,Perorangan,Poncol
812,SUDAH,MUSHOLLAH,KECIL,Perorangan,Poncol
813,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Poncol
814,SUDAH,MASJID,BESAR,Perorangan,Kalibaros
815,BELUM,MUSHOLLAH,SEDANG,Perorangan,Kalibaros
816,BELUM,PENDIDIKAN,SEDANG,Perorangan,Noyontaansari
817,BELUM,PENDIDIKAN,SEDANG,Perorangan,Noyontaansari
818,BELUM,PENDIDIKAN,SEDANG,Perorangan,Noyontaansari
819,BELUM,PENDIDIKAN,SEDANG,Perorangan,Noyontaansari
820,BELUM,PENDIDIKAN,SEDANG,Perorangan,Noyontaansari
821,BELUM,PENDIDIKAN,SEDANG,Perorangan,Noyontaansari
822,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
823,SUDAH,PENDIDIKAN,KECIL,Perorangan,Kauman
824,SUDAH,LAHAN PRODUKTIF,SEDANG,Perorangan,Noyontaansari
825,SUDAH,PENDIDIKAN,KECIL,Perorangan,Poncol
826,SUDAH,MUSHOLLAH,KECIL,Perorangan,Poncol
827,SUDAH,PENDIDIKAN,KECIL,Perorangan,Noyontaansari
828,SUDAH,MUSHOLLAH,KECIL,Perorangan,Poncol
829,SUDAH,MUSHOLLAH,KECIL,Perorangan,Poncol
830,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Gamer
831,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Noyontaansari
832,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Gamer
833,SUDAH,MASJID,BESAR,Badan Hukum,Setono
834,SUDAH,MASJID,BESAR,Badan Hukum,Setono
835,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Setono
836,SUDAH,MASJID,BESAR,Badan Hukum,Setono
837,SUDAH,SOSIAL & KESEHATAN,KECIL,Badan Hukum,Setono
838,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Kauman
839,SUDAH,PENDIDIKAN,KECIL,Perorangan,Klego
840,SUDAH,MUSHOLLAH,KECIL,Perorangan,Poncol
841,BELUM,MAKAM,SEDANG,Perorangan,Setono
842,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Klego
843,SUDAH,PENDIDIKAN,KECIL,Perorangan,Kalibaros
844,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Kalibaros
845,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Kalibaros
846,BELUM,MUSHOLLAH,SEDANG,Perorangan,Gamer
847,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
848,BELUM,PENDIDIKAN,KECIL,Perorangan,Noyontaansari
849,SUDAH,PENDIDIKAN,KECIL,Perorangan,Noyontaansari
850,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Setono
851,BELUM,PENDIDIKAN,SEDANG,Perorangan,Kalibaros
852,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Setono
853,SUDAH,MASJID,BESAR,Perorangan,Gamer
854,SUDAH,MUSHOLLAH,KECIL,Perorangan,Poncol
855,SUDAH,MUSHOLLAH,KECIL,Perorangan,Poncol
856,SUDAH,MASJID,BESAR,Perorangan,Kalibaros
857,BELUM,MUSHOLLAH,KECIL,Perorangan,Kalibaros
858,SUDAH,MUSHOLLAH,KECIL,Organisasi,Kalibaros
859,BELUM,MUSHOLLAH,KECIL,Perorangan,Poncol
860,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
861,SUDAH,MUSHOLLAH,KECIL,Perorangan,Kauman
862,SUDAH,PENDIDIKAN,BESAR,Perorangan,Gamer
863,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Gamer
864,SUDAH,SOSIAL & KESEHATAN,KECIL,Perorangan,Klego
865,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Kauman
866,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Setono
867,BELUM,MASJID,SEDANG,Perorangan,Kalibaros
868,BELUM,MASJID,BESAR,Perorangan,Kalibaros
869,BELUM,MASJID,SEDANG,Perorangan,Kalibaros
870,BELUM,PENDIDIKAN,KECIL,Perorangan,Kalibaros
871,BELUM,MUSHOLLAH,KECIL,Perorangan,Poncol
872,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Kalibaros
873,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Gamer
874,SUDAH,MUSHOLLAH,KECIL,Perorangan,Kalibaros
875,SUDAH,MUSHOLLAH,KECIL,Perorangan,Kalibaros
876,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Kalibaros
877,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Kalibaros
878,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Gamer
879,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Setono
880,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Setono
881,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Setono
882,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Setono
883,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Setono
884,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Setono
885,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Kauman
886,SUDAH,PENDIDIKAN,KECIL,Perorangan,Klego
887,BELUM,PENDIDIKAN,BESAR,Badan Hukum,Kalibaros
888,SUDAH,SOSIAL & KESEHATAN,KECIL,Badan Hukum,Poncol
889,BELUM,PENDIDIKAN,SEDANG,Badan Hukum,Kauman
890,SUDAH,MASJID,BESAR,Perorangan,Kalibaros
891,SUDAH,MUSHOLLAH,KECIL,Badan Hukum,Kalibaros
892,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Kauman
893,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
894,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
895,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Kauman
896,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Klego
897,SUDAH,SOSIAL & KESEHATAN,SEDANG,Badan Hukum,Kauman
898,SUDAH,MASJID,SEDANG,Badan Hukum,Gamer
899,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Noyontaansari
900,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Poncol
901,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Kauman
902,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Kauman
903,BELUM,PENDIDIKAN,KECIL,Perorangan,Noyontaansari
904,SUDAH,PENDIDIKAN,KECIL,Perorangan,Noyontaansari
905,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Kalibaros
906,BELUM,MASJID,KECIL,Perorangan,Kauman
907,SUDAH,PENDIDIKAN,KECIL,Perorangan,Klego
908,BELUM,MUSHOLLAH,KECIL,Badan Hukum,Klego
909,SUDAH,PENDIDIKAN,BESAR,Badan Hukum,Kalibaros
910,BELUM,MUSHOLLAH,KECIL,Perorangan,Noyontaansari
911,SUDAH,SOSIAL & KESEHATAN,KECIL,Badan Hukum,Poncol
912,BELUM,MASJID,BESAR,Badan Hukum,Krapyak
913,BELUM,MASJID,SEDANG,Perorangan,Panjang Wetan
914,BELUM,MUSHOLLAH,KECIL,Badan Hukum,Bandengan
915,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Panjang Wetan
916,SUDAH,LAHAN PRODUKTIF,SEDANG,Organisasi,Krapyak
917,SUDAH,LAHAN PRODUKTIF,BESAR,Organisasi,Kandang Panjang
918,SUDAH,LAHAN PRODUKTIF,SEDANG,Organisasi,Kandang Panjang
919,SUDAH,LAHAN PRODUKTIF,SEDANG,Organisasi,Padukuhan Kraton
920,SUDAH,MASJID,BESAR,Organisasi,Bandengan
921,SUDAH,PENDIDIKAN,KECIL,Perorangan,Krapyak
922,SUDAH,MASJID,SEDANG,Perorangan,Padukuhan Kraton
923,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Padukuhan Kraton
924,SUDAH,PENDIDIKAN,KECIL,Perorangan,Padukuhan Kraton
925,SUDAH,PENDIDIKAN,SEDANG,Organisasi,Padukuhan Kraton
926,SUDAH,MUSHOLLAH,KECIL,Perorangan,Panjang Wetan
927,SUDAH,PENDIDIKAN,KECIL,Perorangan,Padukuhan Kraton
928,SUDAH,MASJID,KECIL,Perorangan,Panjang Wetan
929,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Degayu
930,SUDAH,SOSIAL & KESEHATAN,SEDANG,Perorangan,Krapyak
931,SUDAH,MUSHOLLAH,KECIL,Perorangan,Degayu
932,SUDAH,PENDIDIKAN,KECIL,Perorangan,Panjang Wetan
933,SUDAH,PENDIDIKAN,KECIL,Perorangan,Padukuhan Kraton
934,SUDAH,MUSHOLLAH,KECIL,Perorangan,Padukuhan Kraton
935,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Degayu
936,SUDAH,MUSHOLLAH,KECIL,Perorangan,Kandang Panjang
937,SUDAH,MASJID,SEDANG,Perorangan,Panjang Wetan
938,BELUM,PENDIDIKAN,SEDANG,Perorangan,Bandengan
939,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Panjang Wetan
940,SUDAH,PENDIDIKAN,BESAR,Perorangan,Padukuhan Kraton
941,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Padukuhan Kraton
942,SUDAH,SOSIAL & KESEHATAN,SEDANG,Perorangan,Krapyak
943,SUDAH,SOSIAL & KESEHATAN,SEDANG,Perorangan,Krapyak
944,SUDAH,SOSIAL & KESEHATAN,SEDANG,Perorangan,Krapyak
945,BELUM,MUSHOLLAH,SEDANG,Perorangan,Padukuhan Kraton
946,SUDAH,MUSHOLLAH,KECIL,Perorangan,Kandang Panjang
947,SUDAH,MUSHOLLAH,KECIL,Perorangan,Panjang Wetan
948,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Padukuhan Kraton
949,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
950,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
951,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
952,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
953,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
954,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
955,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
956,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
957,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
958,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
959,SUDAH,MUSHOLLAH,KECIL,Perorangan,Krapyak
960,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Panjang Wetan
961,BELUM,PENDIDIKAN,KECIL,Perorangan,Panjang Wetan
962,SUDAH,MUSHOLLAH,BESAR,Perorangan,Bandengan
963,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Panjang Wetan
964,SUDAH,MUSHOLLAH,KECIL,Perorangan,Bandengan
965,SUDAH,PENDIDIKAN,KECIL,Perorangan,Padukuhan Kraton
966,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Padukuhan Kraton
967,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Panjang Wetan
968,SUDAH,MUSHOLLAH,KECIL,Perorangan,Panjang Wetan
969,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Panjang Wetan
970,SUDAH,MUSHOLLAH,KECIL,Perorangan,Panjang Baru
971,SUDAH,MASJID,BESAR,Badan Hukum,Krapyak
972,SUDAH,MUSHOLLAH,KECIL,Perorangan,Degayu
973,SUDAH,PENDIDIKAN,KECIL,Perorangan,Bandengan
974,SUDAH,MAKAM,BESAR,Organisasi,Degayu
975,SUDAH,MAKAM,SEDANG,Organisasi,Degayu
976,SUDAH,SOSIAL & KESEHATAN,BESAR,Badan Hukum,Krapyak
977,SUDAH,MUSHOLLAH,KECIL,Perorangan,Panjang Wetan
978,SUDAH,MASJID,KECIL,Perorangan,Kandang Panjang
979,SUDAH,MUSHOLLAH,KECIL,Perorangan,Padukuhan Kraton
980,SUDAH,MUSHOLLAH,KECIL,Perorangan,Krapyak
981,SUDAH,PENDIDIKAN,KECIL,Perorangan,Bandengan
982,SUDAH,MASJID,SEDANG,Perorangan,Kandang Panjang
983,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Panjang Wetan
984,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Panjang Wetan
985,SUDAH,MUSHOLLAH,KECIL,Perorangan,Krapyak
986,BELUM,PENDIDIKAN,KECIL,Perorangan,Panjang Wetan
987,SUDAH,PENDIDIKAN,KECIL,Perorangan,Panjang Wetan
988,SUDAH,PENDIDIKAN,KECIL,Perorangan,Padukuhan Kraton
989,SUDAH,MUSHOLLAH,KECIL,Perorangan,Padukuhan Kraton
990,SUDAH,PENDIDIKAN,KECIL,Perorangan,Panjang Baru
991,SUDAH,MUSHOLLAH,KECIL,Perorangan,Panjang Baru
992,SUDAH,MUSHOLLAH,KECIL,Perorangan,Krapyak
993,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
994,SUDAH,MUSHOLLAH,KECIL,Perorangan,Krapyak
995,BELUM,SOSIAL & KESEHATAN,KECIL,Badan Hukum,Padukuhan Kraton
996,BELUM,MASJID,SEDANG,Perorangan,Kandang Panjang
997,BELUM,MASJID,SEDANG,Perorangan,Panjang Baru
998,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Krapyak
999,BELUM,PENDIDIKAN,KECIL,Badan Hukum,Padukuhan Kraton
1000,SUDAH,MUSHOLLAH,KECIL,Perorangan,Panjang Wetan
1001,BELUM,MASJID,SEDANG,Perorangan,Degayu
1002,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Panjang Wetan
1003,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Panjang Wetan
1004,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Panjang Wetan
1005,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
1006,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
1007,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Padukuhan Kraton
1008,BELUM,MASJID,SEDANG,Perorangan,Panjang Baru
1009,BELUM,MUSHOLLAH,SEDANG,Perorangan,Krapyak
1010,BELUM,MASJID,SEDANG,Perorangan,Padukuhan Kraton
1011,SUDAH,PENDIDIKAN,SEDANG,Perorangan,Bandengan
1012,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
1013,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
1014,SUDAH,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
1015,SUDAH,SOSIAL & KESEHATAN,KECIL,Badan Hukum,Panjang Wetan
1016,SUDAH,SOSIAL & KESEHATAN,KECIL,Perorangan,Degayu
1017,SUDAH,PENDIDIKAN,KECIL,Organisasi,Padukuhan Kraton
1018,SUDAH,SOSIAL & KESEHATAN,SEDANG,Badan Hukum,Padukuhan Kraton
1019,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Panjang Baru
1020,SUDAH,MUSHOLLAH,KECIL,Perorangan,Panjang Baru
1021,SUDAH,MUSHOLLAH,KECIL,Perorangan,Panjang Baru
1022,SUDAH,MUSHOLLAH,KECIL,Perorangan,Degayu
1023,SUDAH,PENDIDIKAN,SEDANG,Badan Hukum,Krapyak
1024,SUDAH,MASJID,SEDANG,Perorangan,Degayu
1025,SUDAH,SOSIAL & KESEHATAN,KECIL,Badan Hukum,Padukuhan Kraton
1026,BELUM,PENDIDIKAN,KECIL,Badan Hukum,Krapyak
1027,BELUM,PENDIDIKAN,SEDANG,Perorangan,Padukuhan Kraton
1028,SUDAH,PENDIDIKAN,KECIL,Perorangan,Bandengan
1029,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Panjang Baru
1030,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Degayu
1031,SUDAH,MUSHOLLAH,KECIL,Perorangan,Degayu
1032,SUDAH,MUSHOLLAH,SEDANG,Perorangan,Krapyak
